"cod","mun","Paro","date","Padron","Activos"
50139,"Letux",21,2013,372,204
50139,"Letux",16,2012,404,224
50139,"Letux",23,2011,428,229
50139,"Letux",17,2010,425,225
50139,"Letux",14,2009,452,247
50139,"Letux",8,2008,418,233
50139,"Letux",11,2007,438,242
50139,"Letux",10,2006,397,206
50139,"Letux",5,2005,413,5
