"cod","mun","Paro","date","Padron","Activos"
22172,"Peñalba",21,2013,720,461
22172,"Peñalba",21,2012,759,490
22172,"Peñalba",10,2011,765,490
22172,"Peñalba",26,2010,761,477
22172,"Peñalba",11,2009,741,467
22172,"Peñalba",5,2008,749,476
22172,"Peñalba",2,2007,753,486
22172,"Peñalba",4,2006,756,479
22172,"Peñalba",2,2005,727,16
