"cod","mun","Paro","date","Padron","Activos"
22110,"Fonz",19,2006,1040,614
22110,"Fonz",14,2007,1034,611
22110,"Fonz",23,2008,1031,602
22110,"Fonz",33,2009,1034,605
22110,"Fonz",40,2010,1035,598
22110,"Fonz",47,2011,1021,577
22110,"Fonz",44,2012,982,551
22110,"Fonz",29,2013,987,563
