"cod","mun","Paro","date","Padron","Activos"
50118,"Gallur",302,2013,2846,1866
50118,"Gallur",314,2012,2882,1891
50118,"Gallur",270,2011,2931,1942
50118,"Gallur",211,2010,3007,2002
50118,"Gallur",195,2009,3026,2005
50118,"Gallur",157,2008,3004,1970
50118,"Gallur",117,2007,2996,1954
50118,"Gallur",112,2006,2899,1884
50118,"Gallur",92,2005,2921,121
