"cod","mun","Paro","date","Padron","Activos"
50206,"Perdiguera",38,2013,616,381
50206,"Perdiguera",34,2012,645,397
50206,"Perdiguera",34,2011,651,405
50206,"Perdiguera",31,2010,664,423
50206,"Perdiguera",35,2009,662,423
50206,"Perdiguera",16,2008,664,429
50206,"Perdiguera",14,2007,647,420
50206,"Perdiguera",16,2006,621,400
50206,"Perdiguera",9,2005,617,17
