"cod","mun","Paro","date","Padron","Activos"
22041,"Azara",1,2006,191,115
22041,"Azara",3,2008,200,120
22041,"Azara",3,2009,203,123
22041,"Azara",2,2010,200,120
22041,"Azara",5,2011,200,121
22041,"Azara",3,2012,200,119
22041,"Azara",2,2013,197,117
