"cod","mun","Paro","date","Padron","Activos"
22115,"Grado (El)",9,2006,497,316
22115,"Grado (El)",9,2007,509,329
22115,"Grado (El)",14,2008,509,325
22115,"Grado (El)",21,2009,506,327
22115,"Grado (El)",24,2010,493,317
22115,"Grado (El)",17,2011,484,313
22115,"Grado (El)",21,2012,471,300
22115,"Grado (El)",24,2013,448,285
