"cod","mun","Paro","date","Padron","Activos"
22025,"Altorricón",63,2013,1447,917
22025,"Altorricón",67,2012,1494,948
22025,"Altorricón",62,2011,1492,943
22025,"Altorricón",54,2010,1506,968
22025,"Altorricón",66,2009,1518,974
22025,"Altorricón",42,2008,1491,951
22025,"Altorricón",22,2007,1457,916
22025,"Altorricón",12,2006,1469,920
22025,"Altorricón",23,2005,1462,93
