"cod","mun","Paro","date","Padron","Activos"
50121,"Gotor",13,2006,382,228
50121,"Gotor",7,2007,392,237
50121,"Gotor",28,2008,385,231
50121,"Gotor",34,2009,391,234
50121,"Gotor",31,2010,399,233
50121,"Gotor",26,2011,384,222
50121,"Gotor",33,2012,366,214
50121,"Gotor",34,2013,352,197
