"cod","mun","Paro","date","Padron","Activos"
50151,"Luna",39,2013,794,487
50151,"Luna",40,2012,825,502
50151,"Luna",41,2011,839,515
50151,"Luna",28,2010,846,508
50151,"Luna",38,2009,861,507
50151,"Luna",15,2008,872,507
50151,"Luna",16,2007,855,493
50151,"Luna",21,2006,853,490
50151,"Luna",21,2005,873,11
