"cod","mun","Paro","date","Padron","Activos"
50222,"Quinto",38,2006,2062,1364
50222,"Quinto",41,2007,2069,1373
50222,"Quinto",75,2008,2101,1407
50222,"Quinto",129,2009,2108,1405
50222,"Quinto",142,2010,2111,1403
50222,"Quinto",161,2011,2105,1399
50222,"Quinto",181,2012,2077,1380
50222,"Quinto",178,2013,2085,1377
