"cod","mun","Paro","date","Padron","Activos"
50135,"Layana",3,2013,108,61
50135,"Layana",2,2012,127,76
50135,"Layana",4,2011,123,76
50135,"Layana",4,2010,124,74
50135,"Layana",2,2009,111,65
50135,"Layana",3,2008,114,68
50135,"Layana",2,2007,116,73
50135,"Layana",2,2006,122,80
50135,"Layana",1,2005,123,8
