"cod","mun","Paro","date","Padron","Activos"
22084,"Castejón de Sos",13,2006,733,502
22084,"Castejón de Sos",22,2007,738,502
22084,"Castejón de Sos",27,2008,771,528
22084,"Castejón de Sos",42,2009,787,547
22084,"Castejón de Sos",35,2010,788,547
22084,"Castejón de Sos",49,2011,776,537
22084,"Castejón de Sos",41,2012,767,531
22084,"Castejón de Sos",40,2013,731,498
