"cod","mun","Paro","date","Padron","Activos"
22158,"Monzón",529,2006,16200,10739
22158,"Monzón",548,2007,16217,10715
22158,"Monzón",926,2008,16749,11109
22158,"Monzón",1298,2009,17042,11358
22158,"Monzón",1279,2010,17115,11380
22158,"Monzón",1392,2011,17215,11422
22158,"Monzón",1572,2012,17263,11465
22158,"Monzón",1509,2013,17290,11461
