"cod","mun","Paro","date","Padron","Activos"
22053,"Benabarre",53,2013,1206,770
22053,"Benabarre",71,2012,1215,768
22053,"Benabarre",61,2011,1180,755
22053,"Benabarre",43,2010,1177,747
22053,"Benabarre",32,2009,1199,760
22053,"Benabarre",25,2008,1197,753
22053,"Benabarre",19,2007,1167,720
22053,"Benabarre",15,2006,1160,713
22053,"Benabarre",19,2005,1114,100
