"cod","mun","Paro","date","Padron","Activos"
44068,"Castelserás",77,2013,833,499
44068,"Castelserás",73,2012,834,512
44068,"Castelserás",60,2011,832,514
44068,"Castelserás",40,2010,831,518
44068,"Castelserás",27,2009,828,510
44068,"Castelserás",26,2008,839,523
44068,"Castelserás",26,2007,839,512
44068,"Castelserás",15,2006,828,506
44068,"Castelserás",17,2005,827,16
