"cod","mun","Paro","date","Padron","Activos"
22188,"Puente de Montañana",6,2006,88,47
22188,"Puente de Montañana",2,2007,152,96
22188,"Puente de Montañana",4,2008,151,94
22188,"Puente de Montañana",3,2009,155,97
22188,"Puente de Montañana",6,2010,148,92
22188,"Puente de Montañana",10,2011,143,87
22188,"Puente de Montañana",9,2012,133,79
22188,"Puente de Montañana",7,2013,129,76
