"cod","mun","Paro","date","Padron","Activos"
44182,"Perales del Alfambra",6,2006,286,158
44182,"Perales del Alfambra",3,2007,295,173
44182,"Perales del Alfambra",5,2008,296,179
44182,"Perales del Alfambra",5,2009,278,168
44182,"Perales del Alfambra",15,2010,279,173
44182,"Perales del Alfambra",18,2011,268,170
44182,"Perales del Alfambra",13,2012,269,173
44182,"Perales del Alfambra",10,2013,265,174
