"cod","mun","Paro","date","Padron","Activos"
44053,"Camañas",2,2013,127,69
44053,"Camañas",1,2012,135,76
44053,"Camañas",4,2011,125,70
44053,"Camañas",5,2010,125,66
44053,"Camañas",4,2009,117,63
44053,"Camañas",3,2008,116,64
44053,"Camañas",2,2007,124,69
44053,"Camañas",4,2006,130,73
44053,"Camañas",4,2005,138,9
