"cod","mun","Paro","date","Padron","Activos"
44219,"Tornos",4,2006,250,137
44219,"Tornos",2,2007,250,138
44219,"Tornos",2,2008,240,133
44219,"Tornos",4,2009,234,131
44219,"Tornos",5,2010,232,124
44219,"Tornos",5,2011,230,121
44219,"Tornos",4,2012,231,121
44219,"Tornos",7,2013,234,126
