"cod","mun","Paro","date","Padron","Activos"
50068,"Calatorao",280,2013,2998,1945
50068,"Calatorao",303,2012,3015,1962
50068,"Calatorao",266,2011,3054,1996
50068,"Calatorao",230,2010,3094,2011
50068,"Calatorao",221,2009,3072,2006
50068,"Calatorao",173,2008,3024,1974
50068,"Calatorao",83,2007,2972,1941
50068,"Calatorao",85,2006,2902,1895
50068,"Calatorao",99,2005,2994,301
