"cod","mun","Paro","date","Padron","Activos"
50174,"Montón",2,2006,134,69
50174,"Montón",1,2007,123,58
50174,"Montón",3,2011,136,67
50174,"Montón",3,2012,133,64
50174,"Montón",4,2013,115,48
