"cod","mun","Paro","date","Padron","Activos"
44075,"Celadas",6,2006,418,240
44075,"Celadas",7,2007,405,232
44075,"Celadas",18,2008,440,264
44075,"Celadas",25,2009,443,264
44075,"Celadas",24,2010,440,258
44075,"Celadas",20,2011,434,256
44075,"Celadas",29,2012,406,237
44075,"Celadas",31,2013,404,238
