"cod","mun","Paro","date","Padron","Activos"
50214,"Pomer",2,2013,33,16
50214,"Pomer",2,2012,35,17
50214,"Pomer",3,2011,36,18
50214,"Pomer",2,2010,37,22
50214,"Pomer",1,2009,38,22
50214,"Pomer",1,2008,31,17
