"cod","mun","Paro","date","Padron","Activos"
22150,"Loporzano",9,2006,520,360
22150,"Loporzano",9,2007,527,369
22150,"Loporzano",16,2008,541,379
22150,"Loporzano",13,2009,542,372
22150,"Loporzano",15,2010,540,365
22150,"Loporzano",20,2011,563,380
22150,"Loporzano",21,2012,549,376
22150,"Loporzano",22,2013,547,369
