"cod","mun","Paro","date","Padron","Activos"
50181,"Muel",19,2006,1200,795
50181,"Muel",19,2007,1225,814
50181,"Muel",59,2008,1279,861
50181,"Muel",80,2009,1388,932
50181,"Muel",96,2010,1385,933
50181,"Muel",92,2011,1434,958
50181,"Muel",96,2012,1379,934
50181,"Muel",95,2013,1377,929
