"cod","mun","Paro","date","Padron","Activos"
22217,"Sena",19,2013,530,318
22217,"Sena",20,2012,542,332
22217,"Sena",14,2011,549,330
22217,"Sena",12,2010,548,336
22217,"Sena",7,2009,548,348
22217,"Sena",10,2008,559,355
22217,"Sena",7,2007,547,343
22217,"Sena",8,2006,556,347
22217,"Sena",14,2005,552,58
