"cod","mun","Paro","date","Padron","Activos"
22178,"Pertusa",10,2013,124,80
22178,"Pertusa",12,2012,121,81
22178,"Pertusa",7,2011,117,83
22178,"Pertusa",5,2010,113,81
22178,"Pertusa",3,2009,110,79
22178,"Pertusa",3,2008,122,86
22178,"Pertusa",4,2007,123,88
22178,"Pertusa",3,2006,124,88
22178,"Pertusa",3,2005,131,4
