"cod","mun","Paro","date","Padron","Activos"
50291,"Villar de los Navarros",1,2006,139,77
50291,"Villar de los Navarros",2,2007,129,68
50291,"Villar de los Navarros",1,2008,130,70
50291,"Villar de los Navarros",2,2009,121,65
50291,"Villar de los Navarros",1,2010,120,64
50291,"Villar de los Navarros",3,2011,120,62
50291,"Villar de los Navarros",2,2012,114,62
50291,"Villar de los Navarros",4,2013,113,61
