"cod","mun","Paro","date","Padron","Activos"
22229,"Tolva",7,2013,147,90
22229,"Tolva",9,2012,152,91
22229,"Tolva",11,2011,160,98
22229,"Tolva",8,2010,171,106
22229,"Tolva",5,2009,175,106
22229,"Tolva",7,2008,191,114
22229,"Tolva",4,2007,193,114
22229,"Tolva",3,2006,176,101
22229,"Tolva",2,2005,183,11
