"cod","mun","Paro","date","Padron","Activos"
44223,"Torre de Arcas",1,2006,93,53
44223,"Torre de Arcas",4,2008,106,68
44223,"Torre de Arcas",2,2009,105,65
44223,"Torre de Arcas",8,2010,96,59
44223,"Torre de Arcas",4,2011,95,57
44223,"Torre de Arcas",6,2012,88,58
44223,"Torre de Arcas",4,2013,95,61
