"establecimientos","plazas","tipo","cod","mun"
2,12,"Casas Rurales","22155","Monesma y Cajigar"
1,7,"Apartamentos","22155","Monesma y Cajigar"
0,0,"Campings","22155","Monesma y Cajigar"
0,0,"Hoteles","22155","Monesma y Cajigar"
