"establecimientos","plazas","tipo","cod","mun"
2,20,"Casas Rurales","22214","Secastilla"
0,0,"Apartamentos","22214","Secastilla"
0,0,"Campings","22214","Secastilla"
0,0,"Hoteles","22214","Secastilla"
