"establecimientos","plazas","tipo","cod","mun"
0,0,"Apartamentos","50077","Castejón de Valdejasa"
0,0,"Campings","50077","Castejón de Valdejasa"
0,0,"Casas Rurales","50077","Castejón de Valdejasa"
0,0,"Hoteles","50077","Castejón de Valdejasa"
