"establecimientos","plazas","tipo","cod","mun"
1,555,"Campings","22002","Abizanda"
2,20,"Casas Rurales","22002","Abizanda"
0,0,"Apartamentos","22002","Abizanda"
0,0,"Hoteles","22002","Abizanda"
