"establecimientos","plazas","tipo","cod","mun"
11,80,"Casas Rurales","22904","Sotonera (La)"
2,26,"Apartamentos","22904","Sotonera (La)"
1,25,"Hoteles","22904","Sotonera (La)"
0,0,"Campings","22904","Sotonera (La)"
