"establecimientos","plazas","tipo","cod","mun"
1,14,"Hoteles","50208","Pina de Ebro"
0,0,"Apartamentos","50208","Pina de Ebro"
0,0,"Campings","50208","Pina de Ebro"
0,0,"Casas Rurales","50208","Pina de Ebro"
