"establecimientos","plazas","tipo","cod","mun"
6,38,"Casas Rurales","22076","Canal de Berdún"
3,34,"Hoteles","22076","Canal de Berdún"
1,24,"Apartamentos","22076","Canal de Berdún"
0,0,"Campings","22076","Canal de Berdún"
