"establecimientos","plazas","tipo","cod","mun"
4,35,"Casas Rurales","44070","Castellar (El)"
0,0,"Apartamentos","44070","Castellar (El)"
0,0,"Campings","44070","Castellar (El)"
0,0,"Hoteles","44070","Castellar (El)"
