"establecimientos","plazas","tipo","cod","mun"
1,8,"Casas Rurales","50279","Velilla de Jiloca"
0,0,"Apartamentos","50279","Velilla de Jiloca"
0,0,"Campings","50279","Velilla de Jiloca"
0,0,"Hoteles","50279","Velilla de Jiloca"
