"establecimientos","plazas","tipo","cod","mun"
6,2306,"Campings","22230","Torla"
13,587,"Hoteles","22230","Torla"
24,148,"Casas Rurales","22230","Torla"
8,68,"Apartamentos","22230","Torla"
