"establecimientos","plazas","tipo","cod","mun"
1,11,"Hoteles","44077","Cerollera (La)"
1,6,"Casas Rurales","44077","Cerollera (La)"
0,0,"Apartamentos","44077","Cerollera (La)"
0,0,"Campings","44077","Cerollera (La)"
