"establecimientos","plazas","tipo","cod","mun"
5,38,"Casas Rurales","22067","Bonansa"
1,18,"Apartamentos","22067","Bonansa"
0,0,"Campings","22067","Bonansa"
0,0,"Hoteles","22067","Bonansa"
