"establecimientos","plazas","tipo","cod","mun"
2,107,"Hoteles","22195","Quicena"
0,0,"Apartamentos","22195","Quicena"
0,0,"Campings","22195","Quicena"
0,0,"Casas Rurales","22195","Quicena"
