"establecimientos","plazas","tipo","cod","mun"
1,300,"Campings","44054","Camarena de la Sierra"
4,41,"Casas Rurales","44054","Camarena de la Sierra"
2,34,"Hoteles","44054","Camarena de la Sierra"
1,24,"Apartamentos","44054","Camarena de la Sierra"
