"establecimientos","plazas","tipo","cod","mun"
7,46,"Casas Rurales","22150","Loporzano"
0,0,"Apartamentos","22150","Loporzano"
0,0,"Campings","22150","Loporzano"
0,0,"Hoteles","22150","Loporzano"
