"establecimientos","plazas","tipo","cod","mun"
4,165,"Hoteles","50094","Daroca"
3,17,"Casas Rurales","50094","Daroca"
1,8,"Apartamentos","50094","Daroca"
0,0,"Campings","50094","Daroca"
