"establecimientos","plazas","tipo","cod","mun"
1,16,"Apartamentos","44105","Fórnoles"
1,8,"Casas Rurales","44105","Fórnoles"
0,0,"Campings","44105","Fórnoles"
0,0,"Hoteles","44105","Fórnoles"
