"establecimientos","plazas","tipo","cod","mun"
0,0,"Apartamentos","50015","Alconchel de Ariza"
0,0,"Campings","50015","Alconchel de Ariza"
0,0,"Casas Rurales","50015","Alconchel de Ariza"
0,0,"Hoteles","50015","Alconchel de Ariza"
