"establecimientos","plazas","tipo","cod","mun"
2,36,"Hoteles","44225","Torre del Compte"
1,8,"Apartamentos","44225","Torre del Compte"
1,8,"Casas Rurales","44225","Torre del Compte"
0,0,"Campings","44225","Torre del Compte"
