"establecimientos","plazas","tipo","cod","mun"
3,31,"Casas Rurales","44120","Guadalaviar"
2,30,"Apartamentos","44120","Guadalaviar"
1,16,"Hoteles","44120","Guadalaviar"
0,0,"Campings","44120","Guadalaviar"
