"establecimientos","plazas","tipo","cod","mun"
3,22,"Casas Rurales","50242","Sediles"
0,0,"Apartamentos","50242","Sediles"
0,0,"Campings","50242","Sediles"
0,0,"Hoteles","50242","Sediles"
