"establecimientos","plazas","tipo","cod","mun"
1,6,"Casas Rurales","44107","Foz-Calanda"
0,0,"Apartamentos","44107","Foz-Calanda"
0,0,"Campings","44107","Foz-Calanda"
0,0,"Hoteles","44107","Foz-Calanda"
