"establecimientos","plazas","tipo","cod","mun"
4,95,"Hoteles","22227","Tella-Sin"
8,53,"Casas Rurales","22227","Tella-Sin"
2,48,"Campings","22227","Tella-Sin"
5,47,"Apartamentos","22227","Tella-Sin"
