"establecimientos","plazas","tipo","cod","mun"
0,0,"Apartamentos","50200","Paniza"
0,0,"Campings","50200","Paniza"
0,0,"Casas Rurales","50200","Paniza"
0,0,"Hoteles","50200","Paniza"
