"establecimientos","plazas","tipo","cod","mun"
1,6,"Casas Rurales","50291","Villar de los Navarros"
0,0,"Apartamentos","50291","Villar de los Navarros"
0,0,"Campings","50291","Villar de los Navarros"
0,0,"Hoteles","50291","Villar de los Navarros"
