"establecimientos","plazas","tipo","cod","mun"
2,200,"Campings","44017","Aliaga"
1,18,"Hoteles","44017","Aliaga"
2,14,"Casas Rurales","44017","Aliaga"
0,0,"Apartamentos","44017","Aliaga"
