"establecimientos","plazas","tipo","cod","mun"
0,0,"Apartamentos","50006","Ainzón"
0,0,"Campings","50006","Ainzón"
0,0,"Casas Rurales","50006","Ainzón"
0,0,"Hoteles","50006","Ainzón"
