"establecimientos","plazas","tipo","cod","mun"
1,10,"Casas Rurales","50064","Cabañas de Ebro"
1,8,"Hoteles","50064","Cabañas de Ebro"
0,0,"Apartamentos","50064","Cabañas de Ebro"
0,0,"Campings","50064","Cabañas de Ebro"
