"establecimientos","plazas","tipo","cod","mun"
0,0,"Apartamentos","50217","Pradilla de Ebro"
0,0,"Campings","50217","Pradilla de Ebro"
0,0,"Casas Rurales","50217","Pradilla de Ebro"
0,0,"Hoteles","50217","Pradilla de Ebro"
