"establecimientos","plazas","tipo","cod","mun"
4,153,"Hoteles","44071","Castellote"
1,102,"Campings","44071","Castellote"
9,63,"Casas Rurales","44071","Castellote"
2,14,"Apartamentos","44071","Castellote"
