"establecimientos","plazas","tipo","cod","mun"
0,0,"Apartamentos","50166","Mesones de Isuela"
0,0,"Campings","50166","Mesones de Isuela"
0,0,"Casas Rurales","50166","Mesones de Isuela"
0,0,"Hoteles","50166","Mesones de Isuela"
