"establecimientos","plazas","tipo","cod","mun"
1,12,"Hoteles","50087","Contamina"
1,6,"Casas Rurales","50087","Contamina"
0,0,"Apartamentos","50087","Contamina"
0,0,"Campings","50087","Contamina"
