"establecimientos","plazas","tipo","cod","mun"
22,640,"Hoteles","44009","Albarracín"
1,306,"Campings","44009","Albarracín"
4,31,"Apartamentos","44009","Albarracín"
0,0,"Casas Rurales","44009","Albarracín"
